,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
160590,FUTSTK,HINDALCO,29-Aug-19,0,XX,189,189,179.4,182.5,182.5,6804,43552.84,35070000,745500,01-Aug-19
160591,FUTSTK,HINDALCO,26-Sep-19,0,XX,189.5,189.5,180.55,183.5,183.5,111,713.73,227500,28000,01-Aug-19
160592,FUTSTK,HINDALCO,31-Oct-19,0,XX,184.25,184.25,182.25,183.2,185.8,3,19.23,10500,10500,01-Aug-19
160593,FUTSTK,HINDPETRO,29-Aug-19,0,XX,264.5,266.85,258.8,264.05,264.05,2307,12741.3,16984800,-94500,01-Aug-19
160594,FUTSTK,HINDPETRO,26-Sep-19,0,XX,266,267.45,261.9,265.8,265.8,19,105.68,218400,4200,01-Aug-19
160595,FUTSTK,HINDPETRO,31-Oct-19,0,XX,0,0,0,271.6,267.75,0,0,0,0,01-Aug-19
160596,FUTSTK,HINDUNILVR,29-Aug-19,0,XX,1727.75,1748.8,1715.55,1736.7,1736.7,4971,25856.72,11105100,79200,01-Aug-19
160597,FUTSTK,HINDUNILVR,26-Sep-19,0,XX,1735.5,1750,1725,1742.95,1742.95,48,250.25,29700,1800,01-Aug-19
160598,FUTSTK,HINDUNILVR,31-Oct-19,0,XX,1748,1748,1748,1748,1759.85,1,5.24,1500,-300,01-Aug-19
160599,FUTSTK,HINDZINC,29-Aug-19,0,XX,213.9,216.45,210.15,212.1,212.1,491,3340.97,6563200,-160000,01-Aug-19
160600,FUTSTK,HINDZINC,26-Sep-19,0,XX,216,216,213.8,213.8,213.65,4,27.44,112000,0,01-Aug-19
160601,FUTSTK,IBULHSGFIN,29-Aug-19,0,XX,522.1,537,503.25,514,514,20462,84750.65,16201600,139200,01-Aug-19
160602,FUTSTK,IBULHSGFIN,26-Sep-19,0,XX,524.35,534.95,505,513.65,513.65,397,1640.04,600800,-17600,01-Aug-19
160603,FUTSTK,IBULHSGFIN,31-Oct-19,0,XX,527,527,505,505.85,530.6,16,66.07,38400,4000,01-Aug-19
160604,FUTSTK,ICICIBANK,29-Aug-19,0,XX,426.35,428,412.1,419.1,419.1,27059,156445.28,79135375,-544500,01-Aug-19
160605,FUTSTK,ICICIBANK,26-Sep-19,0,XX,428.1,429.45,413.9,420.85,420.85,422,2447.98,671000,13750,01-Aug-19
160606,FUTSTK,ICICIBANK,31-Oct-19,0,XX,430.6,430.7,417,423.65,423.65,11,64.12,38500,-5500,01-Aug-19
160607,FUTSTK,ICICIPRULI,29-Aug-19,0,XX,395.65,406.3,379.85,386.2,386.2,4389,25926.73,5517000,499500,01-Aug-19
160608,FUTSTK,ICICIPRULI,26-Sep-19,0,XX,395.85,403.35,377.7,384.05,384.05,76,443.07,114000,22500,01-Aug-19
160609,FUTSTK,ICICIPRULI,31-Oct-19,0,XX,0,0,0,394.4,396.75,0,0,4500,0,01-Aug-19
160610,FUTSTK,IDBI,29-Aug-19,0,XX,27.4,28.4,26.55,27.95,27.95,608,2003.53,21612000,-912000,01-Aug-19
160611,FUTSTK,IDBI,26-Sep-19,0,XX,27.25,27.25,26.8,27.25,27.25,21,68.27,1692000,96000,01-Aug-19
160612,FUTSTK,IDEA,29-Aug-19,0,XX,6.95,6.95,6.45,6.65,6.65,3333,6229.74,419328000,784000,01-Aug-19
160613,FUTSTK,IDEA,26-Sep-19,0,XX,6.8,6.95,6.5,6.65,6.65,42,79.24,10528000,532000,01-Aug-19
160614,FUTSTK,IDEA,31-Oct-19,0,XX,6.9,6.9,6.65,6.65,6.8,3,5.72,1036000,-28000,01-Aug-19
160615,FUTSTK,IDFCFIRSTB,29-Aug-19,0,XX,41.75,42.1,40.2,41.2,41.2,2745,13551.58,129012000,1404000,01-Aug-19
160616,FUTSTK,IDFCFIRSTB,26-Sep-19,0,XX,41.15,41.9,40.1,41.1,41.1,497,2440.29,14376000,1968000,01-Aug-19
160617,FUTSTK,IDFCFIRSTB,31-Oct-19,0,XX,41.35,41.9,40.4,41.4,41.4,35,173.09,972000,216000,01-Aug-19
160618,FUTSTK,IGL,29-Aug-19,0,XX,300.8,304.4,296.3,301.7,301.7,1222,10136.09,3833500,0,01-Aug-19
160619,FUTSTK,IGL,26-Sep-19,0,XX,299.2,300.5,295.1,298.35,298.35,15,123.12,173250,13750,01-Aug-19
160620,FUTSTK,IGL,31-Oct-19,0,XX,0,0,0,320.55,309.2,0,0,0,0,01-Aug-19
160621,FUTSTK,INDIGO,29-Aug-19,0,XX,1550,1577.15,1540,1555.25,1555.25,3391,31746.27,2566200,-9000,01-Aug-19
160622,FUTSTK,INDIGO,26-Sep-19,0,XX,1560,1575,1545,1557.65,1557.65,63,590.47,70800,1200,01-Aug-19
160623,FUTSTK,INDIGO,31-Oct-19,0,XX,0,0,0,1563.7,1577.2,0,0,600,0,01-Aug-19
160624,FUTSTK,INDUSINDBK,29-Aug-19,0,XX,1396.45,1432.9,1363,1398.4,1398.4,27465,154081.97,10152400,34800,01-Aug-19
160625,FUTSTK,INDUSINDBK,26-Sep-19,0,XX,1396.05,1439.45,1370,1404.55,1404.55,479,2699.56,96000,12800,01-Aug-19
160626,FUTSTK,INDUSINDBK,31-Oct-19,0,XX,0,0,0,1419,1421.8,0,0,400,0,01-Aug-19
160627,FUTSTK,INFRATEL,29-Aug-19,0,XX,246,254.25,244.55,251.5,251.5,2069,10403.6,7222000,-200000,01-Aug-19
160628,FUTSTK,INFRATEL,26-Sep-19,0,XX,249.45,255,249.45,252.55,253.5,25,126.21,72000,24000,01-Aug-19
160629,FUTSTK,INFRATEL,31-Oct-19,0,XX,0,0,0,266.65,255.1,0,0,0,0,01-Aug-19
160630,FUTSTK,INFY,29-Aug-19,0,XX,788.8,791.2,768.25,773.45,773.45,11726,109523.68,59862000,-1106400,01-Aug-19
160631,FUTSTK,INFY,26-Sep-19,0,XX,791,793,772,777,777,369,3454.3,417600,8400,01-Aug-19
160632,FUTSTK,INFY,31-Oct-19,0,XX,773.05,775.95,766.05,770.65,770.65,8,73.99,44400,4800,01-Aug-19
160633,FUTSTK,IOC,29-Aug-19,0,XX,137.15,141.25,134.35,136.45,136.45,3944,18968.82,58919000,-584500,01-Aug-19
160634,FUTSTK,IOC,26-Sep-19,0,XX,139.9,141.3,135.65,136.3,136.3,66,319.08,805000,10500,01-Aug-19
160635,FUTSTK,IOC,31-Oct-19,0,XX,139.35,139.35,138,135.5,135.5,5,24.06,35000,14000,01-Aug-19
160636,FUTSTK,ITC,29-Aug-19,0,XX,271.25,271.4,267.45,269,269,3480,22492.54,86268000,664800,01-Aug-19
160637,FUTSTK,ITC,26-Sep-19,0,XX,271.75,271.75,269,270.3,270.3,40,259.52,468000,31200,01-Aug-19
160638,FUTSTK,ITC,31-Oct-19,0,XX,0,0,0,272.7,272,0,0,0,0,01-Aug-19
160639,FUTSTK,JINDALSTEL,29-Aug-19,0,XX,134.4,134.4,126.7,129.45,129.45,8805,36625.65,32540800,1145600,01-Aug-19
160640,FUTSTK,JINDALSTEL,26-Sep-19,0,XX,133.7,134.2,127.5,130.15,130.15,160,667.57,419200,28800,01-Aug-19
160641,FUTSTK,JINDALSTEL,31-Oct-19,0,XX,0,0,0,137.55,130.8,0,0,0,0,01-Aug-19
160642,FUTSTK,JSWSTEEL,29-Aug-19,0,XX,236.85,236.85,223.05,226.5,226.5,6936,31829.24,51488000,736000,01-Aug-19
160643,FUTSTK,JSWSTEEL,26-Sep-19,0,XX,235.2,236.65,225,227.75,227.75,160,739.1,276000,38000,01-Aug-19
160644,FUTSTK,JSWSTEEL,31-Oct-19,0,XX,0,0,0,253.15,229,0,0,0,0,01-Aug-19
160645,FUTSTK,JUBLFOOD,29-Aug-19,0,XX,1191.4,1205.8,1162.25,1180.7,1180.7,3526,20830.16,2675000,-51000,01-Aug-19
160646,FUTSTK,JUBLFOOD,26-Sep-19,0,XX,1184.95,1199.3,1155,1174.45,1174.45,85,498.89,106000,6000,01-Aug-19
160647,FUTSTK,JUBLFOOD,31-Oct-19,0,XX,1167.45,1167.45,1167.45,1167.45,1208.45,1,5.83,500,-500,01-Aug-19
160648,FUTSTK,JUSTDIAL,29-Aug-19,0,XX,674.5,697,664.5,674.4,674.4,2787,26441.85,2412200,-25200,01-Aug-19
160649,FUTSTK,JUSTDIAL,26-Sep-19,0,XX,673,678.2,643.35,645.65,694.85,34,313.42,40600,1400,01-Aug-19
160650,FUTSTK,JUSTDIAL,31-Oct-19,0,XX,0,0,0,739.45,699.2,0,0,0,0,01-Aug-19
160651,FUTSTK,KAJARIACER,29-Aug-19,0,XX,470,472.5,459,466.15,466.15,431,2603.45,1868100,-54600,01-Aug-19
160652,FUTSTK,KAJARIACER,26-Sep-19,0,XX,465.55,465.75,461.5,465.75,470.85,5,30.2,15600,0,01-Aug-19
160653,FUTSTK,KOTAKBANK,29-Aug-19,0,XX,1511.7,1520.85,1488.15,1501.7,1501.7,11126,66950,9083600,308000,01-Aug-19
160654,FUTSTK,KOTAKBANK,26-Sep-19,0,XX,1517.35,1525.05,1494.85,1507.35,1507.35,216,1304.42,177200,12000,01-Aug-19
160655,FUTSTK,KOTAKBANK,31-Oct-19,0,XX,1510.45,1510.45,1510.45,1510.45,1510.45,1,6.04,1600,400,01-Aug-19
160656,FUTSTK,L&TFH,29-Aug-19,0,XX,97.5,100.9,94.2,96.75,96.75,4212,18470.3,30865500,-301500,01-Aug-19
160657,FUTSTK,L&TFH,26-Sep-19,0,XX,98.55,101,94.5,97,97,122,530.76,1791000,211500,01-Aug-19
160658,FUTSTK,L&TFH,31-Oct-19,0,XX,100.65,100.65,95.5,95.5,97.8,7,30.94,27000,18000,01-Aug-19
160659,FUTSTK,LICHSGFIN,29-Aug-19,0,XX,510.25,512.8,496.3,504,504,2947,16291.25,7417300,52800,01-Aug-19
160660,FUTSTK,LICHSGFIN,26-Sep-19,0,XX,511,512.8,499.2,506.75,506.75,44,243.81,73700,3300,01-Aug-19
160661,FUTSTK,LICHSGFIN,31-Oct-19,0,XX,0,0,0,534.65,516.8,0,0,0,0,01-Aug-19
160662,FUTSTK,LT,29-Aug-19,0,XX,1383,1389.5,1344,1365.15,1365.15,9747,49924.62,13848750,248250,01-Aug-19
160663,FUTSTK,LT,26-Sep-19,0,XX,1393.95,1394,1351.25,1372.25,1372.25,230,1184.8,184125,10875,01-Aug-19
160664,FUTSTK,LT,31-Oct-19,0,XX,1383.5,1383.5,1370,1376.8,1376.8,6,30.93,1500,1500,01-Aug-19
160665,FUTSTK,LUPIN,29-Aug-19,0,XX,768.1,773.95,747.75,759.1,759.1,3194,16957.06,8215200,-86800,01-Aug-19
160666,FUTSTK,LUPIN,26-Sep-19,0,XX,774.5,776,752,762.95,762.95,76,406.26,107100,-700,01-Aug-19
160667,FUTSTK,LUPIN,31-Oct-19,0,XX,0,0,0,787,771.6,0,0,0,0,01-Aug-19
160668,FUTSTK,M&M,29-Aug-19,0,XX,547.1,552.95,540.65,549.75,549.75,4279,23355.53,23141000,178000,01-Aug-19
160669,FUTSTK,M&M,26-Sep-19,0,XX,554.25,554.75,543.85,553.7,553.7,50,273.91,136000,10000,01-Aug-19
160670,FUTSTK,M&M,31-Oct-19,0,XX,0,0,0,548.85,557.55,0,0,2000,0,01-Aug-19
160671,FUTSTK,M&MFIN,29-Aug-19,0,XX,301.25,306.45,291.95,299.4,299.4,3309,12377.91,14507500,20000,01-Aug-19
160672,FUTSTK,M&MFIN,26-Sep-19,0,XX,302.05,307.6,294.6,300.1,300.1,23,86.03,111250,0,01-Aug-19
160673,FUTSTK,M&MFIN,31-Oct-19,0,XX,0,0,0,310,303.55,0,0,0,0,01-Aug-19
160674,FUTSTK,MANAPPURAM,29-Aug-19,0,XX,114.05,115.4,111.95,114.9,114.9,1800,12278.91,14214000,618000,01-Aug-19
160675,FUTSTK,MANAPPURAM,26-Sep-19,0,XX,112.95,115.45,112.5,115.15,115.15,30,204.65,252000,-12000,01-Aug-19
160676,FUTSTK,MANAPPURAM,31-Oct-19,0,XX,0,0,0,117.25,116.7,0,0,0,0,01-Aug-19
160677,FUTSTK,MARICO,29-Aug-19,0,XX,370,372.85,351.5,363.9,363.9,6076,57430.97,10062000,117000,01-Aug-19
160678,FUTSTK,MARICO,26-Sep-19,0,XX,373.8,373.85,355.45,365.25,365.25,31,293.15,70200,39000,01-Aug-19
160679,FUTSTK,MARICO,31-Oct-19,0,XX,0,0,0,368.05,368.6,0,0,0,0,01-Aug-19
160680,FUTSTK,MARUTI,29-Aug-19,0,XX,5408.5,5545.75,5380,5514.3,5514.3,26606,108783.34,3842775,69975,01-Aug-19
160681,FUTSTK,MARUTI,26-Sep-19,0,XX,5430,5571.1,5420,5546.15,5546.15,550,2264.75,59100,750,01-Aug-19
160682,FUTSTK,MARUTI,31-Oct-19,0,XX,5476.8,5595.05,5447.35,5582.8,5582.8,34,140.08,12000,300,01-Aug-19
160683,FUTSTK,MCDOWELL-N,29-Aug-19,0,XX,590,592.85,570.95,579.05,579.05,1787,12977.19,10302500,-67500,01-Aug-19
160684,FUTSTK,MCDOWELL-N,26-Sep-19,0,XX,590,590.5,574.05,582.65,582.65,31,225.48,38750,-6250,01-Aug-19
160685,FUTSTK,MCDOWELL-N,31-Oct-19,0,XX,0,0,0,588,585,0,0,2500,0,01-Aug-19
160686,FUTSTK,MCX,29-Aug-19,0,XX,809,820.05,787.55,802.1,802.1,766,4283.65,1479800,0,01-Aug-19
160687,FUTSTK,MCX,26-Sep-19,0,XX,805.2,810.4,776.05,784,784,35,193.18,37100,700,01-Aug-19
160688,FUTSTK,MFSL,29-Aug-19,0,XX,413.1,422.2,402.4,407.85,407.85,860,4233.67,2509200,-81600,01-Aug-19
160689,FUTSTK,MFSL,26-Sep-19,0,XX,423.1,423.1,403.15,403.15,410.65,8,39.4,6000,3600,01-Aug-19
160690,FUTSTK,MFSL,31-Oct-19,0,XX,0,0,0,421.65,413.2,0,0,0,0,01-Aug-19
160691,FUTSTK,MGL,29-Aug-19,0,XX,796.3,814.9,775.8,789.85,789.85,1293,6185.83,1089600,19200,01-Aug-19
